register;points;region_1;title;price;province;region_2;variety;winery
29252;90;Barolo                    ;Ciabot Berton 2009 Roggeri  (Barolo)                                                              ;68;Piedmont         ;                 ;Nebbiolo                  ;Ciabot Berton                  
29286;89;Brunello di Montalcino    ;Canalicchio Franco Pacenti 2011  Brunello di Montalcino                                           ;70;Tuscany          ;                 ;Sangiovese                ;Canalicchio Franco Pacenti     
29310;89;Maremma Toscana           ;Fattoria di Magliano 2013 Sinarra  (Maremma Toscana)                                              ;28;Tuscany          ;                 ;Sangiovese                ;Fattoria di Magliano           
29342;87;Moscato d'Asti            ;Rinaldi 2015  Moscato d'Asti                                                                      ;19;Piedmont         ;                 ;Moscato                   ;Rinaldi                        
29364;87;Moscato d'Asti            ;Dogliotti 1870 2015  Moscato d'Asti                                                               ;13;Piedmont         ;                 ;Moscato                   ;Dogliotti 1870                 
29380;93;Chianti Classico          ;Mazzei 2010 Gran Selezione  (Chianti Classico)                                                    ;60;Tuscany          ;                 ;Red Blend                 ;Mazzei                         
29382;93;Chianti Classico          ;Fattoria di Corsignano 2010 L'Imperatrice Gran Selezione  (Chianti Classico)                      ;70;Tuscany          ;                 ;Sangiovese                ;Fattoria di Corsignano         
29404;88;Vino Spumante             ;Peri Bigogno 2013 Talento Brut Chardonnay (Vino Spumante)                                         ;31;Italy Other      ;                 ;Chardonnay                ;Peri Bigogno                   
29410;88;Trento                    ;Rotari 2013 Rosé Metodo Classico Sparkling (Trento)                                               ;20;Northeastern Ital;                 ;Sparkling Blend           ;Rotari                         
29414;88;Barolo                    ;Bersano 2010 Badarina Riserva  (Barolo)                                                           ;75;Piedmont         ;                 ;Nebbiolo                  ;Bersano                        
29438;85;Vino da Tavola            ;Morgante 2012 Bianco di Morgante Nero d'Avola (Vino da Tavola)                                    ;18;Italy Other      ;                 ;Nero d'Avola              ;Morgante                       
29440;85;Friuli Grave              ;Piera Martellozzo 2011 Terre Magre Refosco (Friuli Grave)                                         ;16;Northeastern Ital;                 ;Refosco                   ;Piera Martellozzo              
29442;85;Vermentino di Sardegna    ;Sardus Pater 2012 Lugore  (Vermentino di Sardegna)                                                ;26;Sicily & Sardinia;                 ;Vermentino                ;Sardus Pater                   
29464;88;Roero                     ;Cascina Val del Prete 2007 Bricco Medica  (Roero)                                                 ;46;Piedmont         ;                 ;Nebbiolo                  ;Cascina Val del Prete          
29470;88;Barolo                    ;San Biagio 2006 Sorano  (Barolo)                                                                  ;75;Piedmont         ;                 ;Nebbiolo                  ;San Biagio                     
29474;88;Barbaresco                ;Cascina Morassino 2007 Morassino  (Barbaresco)                                                    ;57;Piedmont         ;                 ;Nebbiolo                  ;Cascina Morassino              
29478;87;Roero                     ;Ponchione Maurizio 2007 Monfrini  (Roero)                                                         ;               ;Piedmont         ;                 ;Nebbiolo                  ;Ponchione Maurizio             
29480;87;Langhe                    ;Produttori del Barbaresco 2008 Nebbiolo (Langhe)                                                  ;20;Piedmont         ;                 ;Nebbiolo                  ;Produttori del Barbaresco      
29496;89;Verdicchio dei Castelli di;Moncaro 2012 Verde Ca' Ruptae  (Verdicchio dei Castelli di Jesi Classico Superiore)               ;16;Central Italy    ;                 ;Verdicchio                ;Moncaro                        
29502;89;Verdicchio dei Castelli di;Santa Barbara 2012 Le Vaglie  (Verdicchio dei Castelli di Jesi Classico)                          ;25;Central Italy    ;                 ;Verdicchio                ;Santa Barbara                  
29506;89;Offida Pecorino           ;Villa Bizzarri 2012 Primo Cerchio  (Offida Pecorino)                                              ;14;Central Italy    ;                 ;Pecorino                  ;Villa Bizzarri                 
29518;85;Brunello di Montalcino    ;Paradiso di Frassina 2011 Flauto Magico Riserva  (Brunello di Montalcino)                         ;149;Tuscany          ;                 ;Sangiovese                ;Paradiso di Frassina           
29520;85;Delle Venezie             ;Famiglia Cielo 2014 Pinot Nero (Delle Venezie)                                                    ;9;Northeastern Ital;                 ;Pinot Nero                ;Famiglia Cielo                 
29554;84;Veneto                    ;Cescon Italo Storia e Vini 2008 Il Tralcetto Pinot Nero (Veneto)                                  ;12;Veneto           ;                 ;Pinot Nero                ;Cescon Italo Storia e Vini     
29590;88;Barbaresco                ;Ada Nada 2014 Valeirano  (Barbaresco)                                                             ;36;Piedmont         ;                 ;Nebbiolo                  ;Ada Nada                       
